"planet_id";"planet_name";"planet_status";"mass";"mass_error_min";"mass_error_max";"mass_sini";"mass_sini_error_min";"mass_sini_error_max";"radius";"radius_error_min";"radius_error_max";"orbital_period";"orbital_period_error_min";"orbital_period_error_max";"semi_major_axis";"semi_major_axis_error_min";"semi_major_axis_error_max";"eccentricity";"eccentricity_error_min";"eccentricity_error_max";"inclination";"inclination_error_min";"inclination_error_max";"angular_distance";"discovered";"updated";"omega";"omega_error_min";"omega_error_max";"tperi";"tperi_error_min";"tperi_error_max";"tconj";"tconj_error_min";"tconj_error_max";"tzero_tr";"tzero_tr_error_min";"tzero_tr_error_max";"tzero_tr_sec";"tzero_tr_sec_error_min";"tzero_tr_sec_error_max";"lambda_angle";"lambda_angle_error_min";"lambda_angle_error_max";"impact_parameter";"impact_parameter_error_min";"impact_parameter_error_max";"tzero_vr";"tzero_vr_error_min";"tzero_vr_error_max";"k";"k_error_min";"k_error_max";"temp_calculated";"temp_calculated_error_min";"temp_calculated_error_max";"temp_measured";"hot_point_lon";"geometric_albedo";"geometric_albedo_error_min";"geometric_albedo_error_max";"log_g";"publication";"detection_type";"mass_detection_type";"radius_detection_type";"alternate_names";"molecules";"star_name";"ra";"dec";"mag_v";"mag_i";"mag_j";"mag_h";"mag_k";"star_distance";"star_distance_error_min";"star_distance_error_max";"star_metallicity";"star_metallicity_error_min";"star_metallicity_error_max";"star_mass";"star_mass_error_min";"star_mass_error_max";"star_radius";"star_radius_error_min";"star_radius_error_max";"star_sp_type";"star_age";"star_age_error_min";"star_age_error_max";"star_teff";"star_teff_error_min";"star_teff_error_max";"star_detected_disc";"star_magnetic_field";"star_alternate_names";"x";"y";"z";"star_id";"distance_to_host_star"
2332;"Kepler-1499 b";"Confirmed";;;;;;;"0.106";"0.012";"0.022";"44.2008";"0.0006553";"0.0006553";;;;;;;;;;;2016;"2021-02-05";;;;;;;"2454996.2248";"0.0104";"0.0104";;;;;;;;;;;;;;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J18555672+4139014 b, K03436.01, KIC 6265665 b, KOI-3436 b, KOI-3436.01, WISE J185556.71+413901.7 b";;"Kepler-1499";283.986337;41.650406;;;"12.016";"11.551";"11.455";310;;;"-0.01";"0.169";"0.149";"0.82";"0.04";"0.04";"0.78";"0.04";"0.04";;"4.68";"-2.84";"6.0";"5097.0";"92.24";"77.02";;;"2MASS J18555672+4139014, KIC 6265665, KOI-3436, WISE J185556.71+413901.7";55.9842830357411;-224.769020668933;206.02098776703;79583;4.48237785966492
2362;"Kepler-152 b";"Confirmed";;;;;;;"0.249";"0.015";"0.015";"18.207973";"2.3e-05";"2.3e-05";"0.124";;;;;;;;;;2014;"2021-02-05";;;;;;;"2455018.84202";"0.00069";"0.00069";;;;;;;;;;"0.03";"0.16";"0.16";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J19072771+4159207 b, K00416.01, KIC 6508221 b, KOI-416 b, KOI-416.01, WISE J190727.70+415920.4  b";;"Kepler-152";286.865479;41.989086;;;"12.853";"12.488";"12.301";446.77;"3.19";"3.19";"-0.138";;;;;;"0.72";"0.04";"0.04";;;;;"5088.0";"100.0";"100.0";;;"2MASS J19072771+4159207, KIC 6508221, KOI-416, WISE J190727.70+415920.4";96.3425350331569;-317.788868446261;298.884231660069;94248;4.0264543450913
2363;"Kepler-152 c";"Confirmed";;;;;;;"0.213";"0.014";"0.014";"88.255055";"0.000309";"0.000309";"0.356";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454986.78027";"0.00195";"0.00195";;;;;;;;;;"0.25";"0.22";"0.22";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J19072771+4159207 c, K00416.02, KIC 6508221 c, KOI-416 c, KOI-416.02, WISE J190727.70+415920.4  c";;"Kepler-152";286.865479;41.989086;;;"12.853";"12.488";"12.301";446.77;"3.19";"3.19";"-0.138";;;;;;"0.72";"0.04";"0.04";;;;;"5088.0";"100.0";"100.0";;;"2MASS J19072771+4159207, KIC 6508221, KOI-416, WISE J190727.70+415920.4";96.3425350331569;-317.788868446261;298.884231660069;94248;4.0264543450913
2502;"Kepler-1627 b";"Confirmed";;;;;;;"0.329";"0.037";"0.044";"7.20283653";"8.773e-05";"8.773e-05";;;;;;;;;;;2016;"2021-02-05";;;;;;;"2454968.19376";"0.00886";"0.00886";;;;;;;;;;;;;;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J18561360+4134362 b, K05245.01, KIC 6184894 b, KOI-5245 b, KOI-5245.01, WISE J185613.59+413436.2 b";;"Kepler-1627";284.056684;41.576733;;;"11.69";"11.298";"11.194";311;;;"-0.1";"0.177";"0.161";"0.87";"0.06";"0.05";"0.84";"0.07";"0.09";;"4.68";"-2.98";"6.36";"5445.0";"121.15";"93.89";;;"2MASS J18561360+4134362, KIC 6184894, KOI-5245, WISE J185613.59+413436.2";56.5061962428089;-225.682572941001;206.386593694694;79583;4.35752074539243
2528;"Kepler-1646 b";"Confirmed";;;;;;;"0.11";"0.021";"0.025";"4.48558383";"1.05e-05";"1.05e-05";;;;;;;;;;;2016;"2021-02-05";;;;;;;"2454968.43221";"0.00202";"0.00202";;;;;;;;;;;;;;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J19100633+4254464 b, K06863.01, KIC 7350067 b, KOI-6863 b, KOI-6863.01";;"Kepler-1646";287.526422;42.912908;;;"12.872";"12.298";"12.029";81;;;"0.04";"0.131";"0.127";"0.24";"0.06";"0.06";"0.26";"0.05";"0.05";;"4.68";"-2.87";"5.89";"3299.0";"41.07";"36.22";;;"2MASS J19100633+4254464, KIC 7350067, KOI-6863";17.8650249721664;-56.5696440232311;55.1517566159844;18511;4.52447661698853
2535;"Kepler-1651 b";"Confirmed";;;;;;;"0.164";"0.0098";"0.0098";"9.87863917";"1.01e-05";"1.067e-05";"0.0619";;;"0.13";"0.03";"0.06";"85.94";;;;2017;"2021-02-05";;;;;;;"2454961.53395";"0.00134";"0.00126";"2454961.53395";"0.00134";"0.00126";;;;;;;"0.45";"0.26";"0.17";;;;;;;"353.0";;;;;;;;;"Published in a refereed paper";"Primary Transit";;;"K01725.01, KOI-1725 A b, KIC 10905746 b, 2MASS J18543080+4823277 b, KOI-1725.01, Kepler-1651 A b, WISE J185430.87+482327.0  b";;"Kepler-1651";283.628354;48.391022;;"13.107";"10.648";"9.979";"9.804";69.4;"5.3";"5.3";"-0.16";"0.09";"0.09";"0.52";"0.03";"0.03";"0.5";"0.03";"0.03";;;;;"3713.0";"53.0";"57.0";;;"KIC 10905746, 2MASS J18543080+4823277, KOI 1725 A, KOI-1725, Kepler-1651 A, WISE J185430.87+482327.0";10.8585978697432;-44.7870761677625;51.8899668591747;14697;4.52390082292057
2539;"Kepler-1655 b";"Confirmed";"0.01573";"0.00881";"0.00975";;;;"0.197";"0.007";"0.007";"11.8728787";"8.5e-06";"8.5e-06";"0.103";"0.001";"0.001";"0.0";"0.0";"0.36";"87.62";"0.55";"0.55";;2018;"2021-02-05";"-71.0";"92.0";"92.0";;;;"2455013.89795";"0.00069";"0.00069";"2455013.89795";"0.00069";"0.00069";;;;;;;"0.85";"0.13";"0.13";;;;"1.47";"0.8";"0.88";;;;;;;;;;"Published in a refereed paper";"Primary Transit";"Radial Velocity";"Primary Transit";"2MASS J19064546+3912428 b, K00280.01, KIC 4141376 b, KOI-280 b, KOI-280.01, WISE J190645.48+391243.3 b";;"Kepler-1655";286.689452;39.211929;"11.05";;"10.065";"9.849";;214.58;"0.99";"0.99";"-0.24";"0.05";"0.05";"1.03";"0.04";"0.04";"1.03";"0.02";"0.02";"G0 V";"2.56";"1.06";"1.06";"6148.0";"71.0";"71.0";;;"2MASS J19064546+3912428, KIC 4141376, KOI-280, WISE J190645.48+391243.3";47.7470550618081;-159.255736754089;135.65546595636;60350;3.57779522375753
2540;"Kepler-1656 b";"Confirmed";"0.15291";"0.01196";"0.01321";;;;"0.448";"0.047";"0.047";"31.578659";;;"0.197";"0.021";"0.021";"0.836";"0.013";"0.013";"89.31";"0.51";"0.47";;2018;"2021-02-05";"53.9";"6.4";"6.7";;;;"2455010.2061";"0.00081";"0.00083";;;;;;;;;;"0.083";"0.057";"0.065";;;;"17.6";"1.7";"2.1";"651.0";"47.0";"51.0";;;;;;;"Published in a refereed paper";"Primary Transit";"Radial Velocity";"Primary Transit";"2MASS J18575331+3954425 b, K00367.01, KIC 4815520 b, KOI-367 b, KOI-367.01, WISE J185753.33+395442.7 b";;"Kepler-1656";284.472168;39.911824;"11.6";;"10.046";"9.715";;186.88;"0.83";"0.83";"0.19";"0.04";"0.04";"1.03";"0.04";"0.04";"1.1";"0.13";"0.13";;"6.31";"2.9";"2.1";"5731.0";"60.0";"60.0";;;"KOI-367, KIC-4815520, 2MASS J18575331+3954425, KIC 4815520, WISE J185753.33+395442.7";35.8228248631307;-138.79468463336;119.90369108727;52774;1.00217695289449
2713;"Kepler-21 b";"Confirmed";"0.01598";"0.00541";"0.00541";;;;"0.146";"0.001";"0.002";"2.78578";"3e-05";"3e-05";"0.042717";"0.0";"0.0";"0.02";"0.02";"0.1";"83.2";"0.26";"0.28";"0.000394";2012;"2021-02-05";"-15.0";"79.0";"79.0";"2456797.9";"0.7";"0.7";"2456798.7188";"0.0001";"0.0001";"2455093.83716";"0.00085";"0.00062";;;;;;;"0.584";"0.02";"0.018";;;;"1.99";"0.65";"0.65";"2025.0";;;;;;;;;"Announced on a professional conference";"Primary Transit";;"Primary Transit";"Kepler-21 b, 2MASS J19092683+3842505 b, BD+38 3455 b, HD 179070 b, HIP 94112 b, K00975.01, KIC 3632418 b, KOI-975 b, KOI-975.01, Kepler-21 A b, SAO 67891 b, TYC 3120-00963-1 b, WISE J190926.86+384250.7  b";;"Kepler-21";287.361816;38.714016;"8.27";;"7.229";"7.031";;108.86;"0.38";"0.38";"-0.03";"0.1";"0.1";"1.41";"0.03";"0.02";"1.9";"0.01";"0.02";"F6 IV";"3.03";"-0.35";"0.35";"6305.0";"50.0";"50.0";;;"Kepler-21, 2MASS J19092683+3842505, BD+38 3455, HD 179070, HIP 94112, KIC 3632418, KOI-975, Kepler-21 A, SAO 67891, TYC 3120-00963-1, WISE J190926.86+384250.7";25.3468012976342;-81.0710391566929;68.0846963276786;26424;3.72676300405542
2789;"Kepler-236 b";"Confirmed";;;;;;;"0.14";"0.011";"0.011";"8.295611";"3.2e-05";"3.2e-05";"0.065";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454968.79207";"0.0023";"0.0023";;;;;;;;;;"0.67";"0.13";"0.13";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J18552792+3953530 b, K00817.02, KIC 4725681 b, KOI-817 b, KOI-817.02, WISE J185527.93+395353.4  b";;"Kepler-236";283.866378;39.898092;;;"13.224";"12.537";"12.312";291.17;"2.29";"2.29";"0.119";;;"0.56";;;"0.51";"0.02";"0.02";"M1 V";;;;"3750.0";"150.0";"150.0";;;"2MASS J18552792+3953530, KIC 4725681, KOI-817, WISE J185527.93+395353.4";53.5352934561022;-216.871747363354;186.763450519995;76569;4.12172658007837
2790;"Kepler-236 c";"Confirmed";;;;;;;"0.178";"0.015";"0.015";"23.968127";"0.000174";"0.000174";"0.132";;;;;;;;;;2014;"2021-02-05";;;;;;;"2455019.2169";"0.00362";"0.00362";;;;;;;;;;"0.84";"0.31";"0.31";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J18552792+3953530 c, K00817.01, KIC 4725681 c, KOI-817 c, KOI-817.01, WISE J185527.93+395353.4  c";;"Kepler-236";283.866378;39.898092;;;"13.224";"12.537";"12.312";291.17;"2.29";"2.29";"0.119";;;"0.56";;;"0.51";"0.02";"0.02";"M1 V";;;;"3750.0";"150.0";"150.0";;;"2MASS J18552792+3953530, KIC 4725681, KOI-817, WISE J185527.93+395353.4";53.5352934561022;-216.871747363354;186.763450519995;76569;4.12172658007837
2961;"Kepler-296 b";"Confirmed";;;;;;;"0.144";"0.024";"0.026";"10.864384";"4.6e-05";"5.1e-05";"0.079";"0.013";"0.013";"0.33";;;;;;;2014;"2021-02-05";;;;;;;"2454964.1285";"0.0039";"0.003";;;;;;;;;;"0.65";"0.19";"0.09";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"Kepler-296 b, 2MASS J19060960+4926143 b, K01422.03, KIC 11497958 b, KOI-1422 b, KOI-1422.03, Kepler-296 A b, WISE J190609.59+492614.2 b";;"Kepler-296";286.540008;49.437326;;;"13.391";"12.807";"12.6";226;"18.0";"28.0";"-0.08";"0.3";"0.28";"0.5";"0.09";"0.07";"0.48";"0.09";"0.07";"M2 V";;;;"3740.0";"130.0";"130.0";;;"Kepler-296, 2MASS J19060960+4926143, KIC 11497958, KOI-1422, Kepler-296 A, WISE J190609.59+492614.2";41.8381749301377;-140.881992440414;171.691092734988;63131;2.73276533853824
2962;"Kepler-296 c";"Confirmed";;;;;;;"0.178";"0.029";"0.029";"5.8416366";"1e-05";"1e-05";"0.0521";"0.0086";"0.0088";"0.33";;;;;;;2014;"2021-02-05";;;;;;;"2454968.9229";"0.0013";"0.0013";;;;;;;;;;"0.25";"0.16";"0.18";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"Kepler-296 c, 2MASS J19060960+4926143 c, K01422.01, KIC 11497958 c, KOI-1422 c, KOI-1422.01, Kepler-296 A c, WISE J190609.59+492614.2 c";;"Kepler-296";286.540008;49.437326;;;"13.391";"12.807";"12.6";226;"18.0";"28.0";"-0.08";"0.3";"0.28";"0.5";"0.09";"0.07";"0.48";"0.09";"0.07";"M2 V";;;;"3740.0";"130.0";"130.0";;;"Kepler-296, 2MASS J19060960+4926143, KIC 11497958, KOI-1422, Kepler-296 A, WISE J190609.59+492614.2";41.8381749301377;-140.881992440414;171.691092734988;63131;2.73276533853824
2963;"Kepler-296 d";"Confirmed";;;;;;;"0.186";"0.029";"0.029";"19.850291";"5.7e-05";"6.1e-05";"0.118";"0.02";"0.02";"0.33";;;;;;;2014;"2021-02-05";;;;;;;"2454966.6496";"0.0022";"0.0022";;;;;;;;;;"0.26";"0.16";"0.18";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"Kepler-296 d, 2MASS J19060960+4926143 d, K01422.02, KIC 11497958 d, KOI-1422 d, KOI-1422.02, Kepler-296 A d, WISE J190609.59+492614.2 d";;"Kepler-296";286.540008;49.437326;;;"13.391";"12.807";"12.6";226;"18.0";"28.0";"-0.08";"0.3";"0.28";"0.5";"0.09";"0.07";"0.48";"0.09";"0.07";"M2 V";;;;"3740.0";"130.0";"130.0";;;"Kepler-296, 2MASS J19060960+4926143, KIC 11497958, KOI-1422, Kepler-296 A, WISE J190609.59+492614.2";41.8381749301377;-140.881992440414;171.691092734988;63131;2.73276533853824
2964;"Kepler-296 e";"Confirmed";;;;;;;"0.136";"0.022";"0.024";"34.14211";"0.00025";"0.00025";"0.169";"0.028";"0.029";"0.33";;;;;;;2014;"2021-02-05";;;;;;;"2454969.035";"0.0057";"0.0064";;;;;;;;;;"0.34";"0.21";"0.19";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"Kepler-296 e, 2MASS J19060960+4926143 e, K01422.05, KIC 11497958 e, KOI-1422 e, KOI-1422.05, Kepler-296 A e, WISE J190609.59+492614.2 e";;"Kepler-296";286.540008;49.437326;;;"13.391";"12.807";"12.6";226;"18.0";"28.0";"-0.08";"0.3";"0.28";"0.5";"0.09";"0.07";"0.48";"0.09";"0.07";"M2 V";;;;"3740.0";"130.0";"130.0";;;"Kepler-296, 2MASS J19060960+4926143, KIC 11497958, KOI-1422, Kepler-296 A, WISE J190609.59+492614.2";41.8381749301377;-140.881992440414;171.691092734988;63131;2.73276533853824
2965;"Kepler-296 f";"Confirmed";;;;;;;"0.161";"0.027";"0.028";"63.33627";"0.00062";"0.0006";"0.255";"0.042";"0.043";"0.33";;;;;;;2014;"2021-02-05";;;;;;;"2454995.6069";"0.0072";"0.0071";;;;;;;;;;"0.55";"0.24";"0.11";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"Kepler-296 f, 2MASS J19060960+4926143 f, K01422.04, KIC 11497958 f, KOI-1422 f, KOI-1422.04, Kepler-296 A f, WISE J190609.59+492614.2 f";;"Kepler-296";286.540008;49.437326;;;"13.391";"12.807";"12.6";226;"18.0";"28.0";"-0.08";"0.3";"0.28";"0.5";"0.09";"0.07";"0.48";"0.09";"0.07";"M2 V";;;;"3740.0";"130.0";"130.0";;;"Kepler-296, 2MASS J19060960+4926143, KIC 11497958, KOI-1422, Kepler-296 A, WISE J190609.59+492614.2";41.8381749301377;-140.881992440414;171.691092734988;63131;2.73276533853824
2985;"Kepler-303 b";"Confirmed";;;;;;;"0.079";"0.004";"0.004";"1.937055";"4e-06";"4e-06";"0.024";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454967.71867";"0.00124";"0.00124";;;;;;;;;;"0.45";"0.23";"0.23";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J18523251+4339253 b, K01515.01, KIC 7871954 b, KOI-1515 b, KOI-1515.01, WISE J185232.51+433924.5  b";;"Kepler-303";283.135465;43.657055;;;"12.41";"11.761";"11.596";211.01;"0.94";"0.94";"0.102";;;"0.59";;;"0.48";"0.03";"0.03";"M0 V";;;;"3944.0";"150.0";"150.0";;;"2MASS J18523251+4339253, KIC 7871954, KOI-1515, WISE J185232.51+433924.5";34.6931900037335;-148.668183186298;145.668713097392;59083;4.39136225060381
2986;"Kepler-303 c";"Confirmed";;;;;;;"0.102";"0.008";"0.008";"7.061149";"1.9e-05";"1.9e-05";"0.057";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454969.27187";"0.00152";"0.00152";;;;;;;;;;"0.68";"0.1";"0.1";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J18523251+4339253 c, K01515.02, KIC 7871954 c, KOI-1515 c, KOI-1515.02, WISE J185232.51+433924.5  c";;"Kepler-303";283.135465;43.657055;;;"12.41";"11.761";"11.596";211.01;"0.94";"0.94";"0.102";;;"0.59";;;"0.48";"0.03";"0.03";"M0 V";;;;"3944.0";"150.0";"150.0";;;"2MASS J18523251+4339253, KIC 7871954, KOI-1515, WISE J185232.51+433924.5";34.6931900037335;-148.668183186298;145.668713097392;59083;4.39136225060381
3027;"Kepler-319 b";"Confirmed";;;;;;;"0.145";"0.021";"0.021";"4.362705";"9e-06";"9e-06";"0.051";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454968.23073";"0.00134";"0.00134";;;;;;;;;;"0.26";"0.22";"0.22";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J19151486+3946143 b, K01805.03, KIC 4644952 b, KOI-1805 b, KOI-1805.03, WISE J191514.86+394614.3  b";;"Kepler-319";288.811943;39.770658;;;"12.631";"12.315";"12.208";510.83;"4.88";"4.88";"0.487";;;"1.29";;;"0.9";"0.12";"0.12";;;;;"5526.0";"100.0";"100.0";;;"2MASS J19151486+3946143, KIC 4644952, KOI-1805, WISE J191514.86+394614.3";126.608547944984;-371.65620928766;326.786209294685;98231;4.43178590961973
3028;"Kepler-319 c";"Confirmed";;;;;;;"0.235";"0.033";"0.033";"6.941357";"7e-06";"7e-06";"0.069";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454970.54285";"0.00061";"0.00061";;;;;;;;;;"0.13";"0.21";"0.21";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J19151486+3946143 c, K01805.01, KIC 4644952 c, KOI-1805 c, KOI-1805.01, WISE J191514.86+394614.3  c";;"Kepler-319";288.811943;39.770658;;;"12.631";"12.315";"12.208";510.83;"4.88";"4.88";"0.487";;;"1.29";;;"0.9";"0.12";"0.12";;;;;"5526.0";"100.0";"100.0";;;"2MASS J19151486+3946143, KIC 4644952, KOI-1805, WISE J191514.86+394614.3";126.608547944984;-371.65620928766;326.786209294685;98231;4.43178590961973
3029;"Kepler-319 d";"Confirmed";;;;;;;"0.204";"0.031";"0.031";"31.781925";"0.000105";"0.000105";"0.191";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454967.86667";"0.00205";"0.00205";;;;;;;;;;"0.55";"0.24";"0.24";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J19151486+3946143 d, K01805.02, KIC 4644952 d, KOI-1805 d, KOI-1805.02, WISE J191514.86+394614.3  d";;"Kepler-319";288.811943;39.770658;;;"12.631";"12.315";"12.208";510.83;"4.88";"4.88";"0.487";;;"1.29";;;"0.9";"0.12";"0.12";;;;;"5526.0";"100.0";"100.0";;;"2MASS J19151486+3946143, KIC 4644952, KOI-1805, WISE J191514.86+394614.3";126.608547944984;-371.65620928766;326.786209294685;98231;4.43178590961973
3164;"Kepler-37 b";"Confirmed";"0.01";"0.01";"0.01";;;;"0.026";"0.003";"0.003";"13.36731";"7.1e-05";"7.1e-05";"0.1003";"0.0011";"0.0008";"0.0";;;"88.63";"0.53";"0.3";;2013;"2021-02-05";;;;;;;;;;"2455017.03271";"0.00089";"0.00034";;;;;;;;;;;;;"0.9";"1.1";"1.1";;;;;;;;;;"Published in a refereed paper";"Primary Transit";;;"2MASS J18561431+4431052 b, K00245.03, KIC 8478994 b, KOI-245 b, KOI-245.03, WISE J185614.24+443105.9  b";;"Kepler-37";284.05966;44.518131;"10.3";;"8.356";"8.0";;64.04;"0.12";"0.12";"-0.32";"0.07";"0.07";"0.87";"0.15";"0.15";"0.79";"0.03";"0.03";;"6.0";;;"5417.0";"75.0";"75.0";;;"KOI-245 , KIC 8478994 , 2MASS J18561431+4431052 , 2MASS J18561431+4431052, KIC 8478994, KOI-245, WISE J185614.24+443105.9";11.0928510617413;-44.2944588445211;44.9006811862921;13916;3.78021926258087
3165;"Kepler-37 c";"Confirmed";"0.03776";;;;;;"0.067";"0.003";"0.003";"21.302";;;"0.1368";"0.0014";"0.0011";;;;"89.07";"0.33";"0.19";;2013;"2021-02-05";;;;;;;"2455024.83685";;;"2455024.83816";"0.00078";"0.00036";;;;;;;"0.43";"0.02";"0.02";;;;;;;;;;;;;;;;"Published in a refereed paper";"Primary Transit";;;"2MASS J18561431+4431052 c, K00245.02, KIC 8478994 c, KOI-245 c, KOI-245.02, WISE J185614.24+443105.9  c";;"Kepler-37";284.05966;44.518131;"10.3";;"8.356";"8.0";;64.04;"0.12";"0.12";"-0.32";"0.07";"0.07";"0.87";"0.15";"0.15";"0.79";"0.03";"0.03";;"6.0";;;"5417.0";"75.0";"75.0";;;"KOI-245 , KIC 8478994 , 2MASS J18561431+4431052 , 2MASS J18561431+4431052, KIC 8478994, KOI-245, WISE J185614.24+443105.9";11.0928510617413;-44.2944588445211;44.9006811862921;13916;3.78021926258087
3166;"Kepler-37 d";"Confirmed";"0.03839";;;;;;"0.173";"0.005";"0.005";"39.7922";;;"0.2076";"0.0022";"0.0016";;;;"89.335";"0.047";"0.043";;2013;"2021-02-05";;;;;;;"2455008.2495";;;"2455008.24979";"0.00049";"0.00043";;;;;;;"0.53";"0.01";"0.01";;;;;;;;;;;;;;;;"Published in a refereed paper";"Primary Transit";;;"2MASS J18561431+4431052 d, K00245.01, KIC 8478994 d, KOI-245 d, KOI-245.01, WISE J185614.24+443105.9  d";;"Kepler-37";284.05966;44.518131;"10.3";;"8.356";"8.0";;64.04;"0.12";"0.12";"-0.32";"0.07";"0.07";"0.87";"0.15";"0.15";"0.79";"0.03";"0.03";;"6.0";;;"5417.0";"75.0";"75.0";;;"KOI-245 , KIC 8478994 , 2MASS J18561431+4431052 , 2MASS J18561431+4431052, KIC 8478994, KOI-245, WISE J185614.24+443105.9";11.0928510617413;-44.2944588445211;44.9006811862921;13916;3.78021926258087
3167;"Kepler-37 e";"Confirmed";;;;;;;;;;"51.196";;;;;;;;;;;;;2014;"2021-02-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Published in a refereed paper";"TTV";;;"2MASS J18561431+4431052 e, K00245.04, KIC 8478994 e, KOI-245 e, KOI-245.04";;"Kepler-37";284.05966;44.518131;"10.3";;"8.356";"8.0";;64.04;"0.12";"0.12";"-0.32";"0.07";"0.07";"0.87";"0.15";"0.15";"0.79";"0.03";"0.03";;"6.0";;;"5417.0";"75.0";"75.0";;;"KOI-245 , KIC 8478994 , 2MASS J18561431+4431052 , 2MASS J18561431+4431052, KIC 8478994, KOI-245, WISE J185614.24+443105.9";11.0928510617413;-44.2944588445211;44.9006811862921;13916;3.78021926258087
3186;"Kepler-378 b";"Confirmed";;;;;;;"0.067";"0.013";"0.013";"16.092361";"7.3e-05";"7.3e-05";"0.112";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454975.51349";"0.00296";"0.00296";;;;;;;;;;"0.54";"0.26";"0.26";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J19394766+4626191 b, K02287.01, KIC 9718066 b, KOI-2287 b, KOI-2287.01, WISE J193947.72+462619.7  b";;"Kepler-378";294.948588;46.438641;;;"10.846";"10.317";"10.201";152.77;"0.43";"0.43";"0.553";;;"0.96";;;"0.67";"0.04";"0.04";;;;;"4661.0";"100.0";"100.0";;;"2MASS J19394766+4626191, KIC 9718066, KOI-2287, WISE J193947.72+462619.7";44.4070001500646;-95.4546479023551;110.702761625488;42482;4.42340069083832
3187;"Kepler-378 c";"Confirmed";;;;;;;"0.062";"0.004";"0.004";"28.906009";"0.000216";"0.000216";"0.166";;;;;;;;;;2014;"2021-02-05";;;;;;;"2454991.82172";"0.00444";"0.00444";;;;;;;;;;"0.35";"0.22";"0.22";;;;;;;;;;;;;;;;"Announced on a website";"Primary Transit";;;"2MASS J19394766+4626191 c, K02287.02, KIC 9718066 c, KOI-2287 c, KOI-2287.02, WISE J193947.72+462619.7  c";;"Kepler-378";294.948588;46.438641;;;"10.846";"10.317";"10.201";152.77;"0.43";"0.43";"0.553";;;"0.96";;;"0.67";"0.04";"0.04";;;;;"4661.0";"100.0";"100.0";;;"2MASS J19394766+4626191, KIC 9718066, KOI-2287, WISE J193947.72+462619.7";44.4070001500646;-95.4546479023551;110.702761625488;42482;4.42340069083832
3253;"Kepler-406 b";"Confirmed";"0.02";"0.004";"0.004";"0.02";"0.0044";"0.0044";"0.128";"0.003";"0.003";"2.42629";;;;;;;;;;;;;2014;"2021-02-05";;;;;;;"2455003.4568";;;;;;;;;;;;"0.1";"0.06";"0.06";;;;"2.89";"0.6";"0.6";;;;;;;;;;"Published in a refereed paper";"Primary Transit";"Radial Velocity";"Primary Transit";"2MASS J19272353+4458056 b, K00321.01, KIC 8753657 b, KOI-321 b, KOI-321.01, WISE J192723.55+445805.7  b";;"Kepler-406";291.848044;44.968224;"12.52";"12.312";"11.34";"11.035";"10.97";367.86;"3.42";"3.42";"0.18";"0.07";"0.07";"1.07";"0.06";"0.06";"1.07";"0.02";"0.02";;"5.84";;;"5538.0";"75.0";"75.0";;;"KIC 8753657, KOI-321, 2MASS J19272353+4458056, WISE J192723.55+445805.7";96.8549802612877;-241.567073570184;259.972001118049;86759;4.50758301960663
